,Unnamed: 0,Unnamed: 0.1,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Week_Number,TS,GR,RA,DZ,SN,FG,BR,HZ,FU,SQ,MI,BC,VC
151,151,151,2,2007-07-15,80,64,72,-3,52,61,0,7,-,-, ,0.00,29.25,29.88,1.2,9,6.5,28,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,152,1,2007-07-16,82,65,74,0,60,65,0,9,0430,1925,RA BR,0.39,29.25,29.96,4.4,24,5.2,29,0,0,1,0,0,0,1,0,0,0,0,0,0
153,153,153,2,2007-07-16,82,66,74,0,60,65,0,9,-,-,TSRA RA,0.07,29.31,29.94,5.6,23,6.6,29,1,0,1,0,0,0,0,0,0,0,0,0,0
154,154,154,1,2007-07-17,83,68,76,2,66,69,0,11,0431,1925,RA BR VCTS,0.11,29.18,29.9,5.2,23,6.5,29,1,0,1,0,0,0,1,0,0,0,0,0,1
155,155,155,2,2007-07-17,83,69,76,2,65,69,0,11,-,-,RA BR,0.11,29.24,29.89,6.3,23,7.4,29,0,0,1,0,0,0,1,0,0,0,0,0,0
156,156,156,1,2007-07-18,85,69,77,3,68,71,0,12,0432,1924,TSRA RA BR VCTS,1.55,29.11,29.84,9.1,24,10.1,29,1,0,1,0,0,0,1,0,0,0,0,0,1
157,157,157,2,2007-07-18,85,69,77,3,69,71,0,12,-,-,TS TSRA RA BR HZ VCTS,0.92,29.18,29.83,10.3,24,10.6,29,1,0,1,0,0,0,1,1,0,0,0,0,1
158,158,158,1,2007-07-19,83,63,73,-1,63,66,0,8,0433,1923,DZ BR,0.16,29.21,29.9,7.0,1,11.9,29,0,0,0,1,0,0,1,0,0,0,0,0,0
159,159,159,2,2007-07-19,82,63,73,-1,62,66,0,8,-,-,BR HZ,0.01,29.26,29.88,7.7,36,14.4,29,0,0,0,0,0,0,1,1,0,0,0,0,0
160,160,160,1,2007-07-20,75,58,67,-7,53,59,0,2,0433,1923, ,0.00,29.44,30.14,8.6,3,9.1,29,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,161,2,2007-07-20,74,62,68,-7,52,59,0,3,-,-, ,0.00,29.49,30.12,11.3,4,11.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,162,1,2007-07-21,74,58,66,-8,52,58,0,1,0434,1922, ,0.00,29.51,30.22,6.5,3,7.4,29,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,163,2,2007-07-21,75,58,67,-8,52,59,0,2,-,-, ,0.00,29.57,30.21,5.8,4,7.4,29,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,164,1,2007-07-22,81,58,70,-4,55,61,0,5,0435,1921, ,0.00,29.49,30.21,1.7,16,3.3,29,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,165,2,2007-07-22,81,61,71,-4,54,61,0,6,-,-, ,0.00,29.54,30.2,1.9,18,3.5,29,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,166,1,2007-07-23,83,60,72,-2,55,63,0,7,0436,1920, ,0.00,29.37,30.1,3.2,9,4.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,167,2,2007-07-23,82,63,73,-2,55,63,0,8,-,-, ,0.00,29.42,30.09,2.9,12,3.9,30,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,168,1,2007-07-24,82,65,74,0,58,64,0,9,0437,1919, ,0.00,29.32,30.04,3.1,20,5.2,30,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,169,2,2007-07-24,82,65,74,0,57,64,0,9,-,-, ,  T,29.38,30.03,1.1,21,4.9,30,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,170,1,2007-07-25,85,71,78,4,61,67,0,13,0438,1918, ,  T,29.29,30.0,5.8,25,6.6,30,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,171,2,2007-07-25,83,70,77,4,60,66,0,12,-,-, ,0.00,29.35,29.99,6.4,23,7.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,172,1,2007-07-26,83,66,75,1,65,68,0,10,0439,1918,TS TSRA RA BR HZ,0.19,29.19,29.92,7.2,22,9.4,30,1,0,1,0,0,0,1,1,0,0,0,0,0
173,173,173,2,2007-07-26,84,64,74,1,65,68,0,9,-,-,TS TSRA BR HZ,0.89,29.25,29.91,7.2,22,9.9,30,1,0,1,0,0,0,1,1,0,0,0,0,0
174,174,174,1,2007-07-27,83,70,77,3,68,70,0,12,0440,1917,RA BR HZ,0.17,29.11,29.82,3.0,3,7.9,30,0,0,1,0,0,0,1,1,0,0,0,0,0
175,175,175,2,2007-07-27,83,70,77,3,67,70,0,12,-,-,RA BR HZ,0.04,29.16,29.8,1.2,36,8.1,30,0,0,1,0,0,0,1,1,0,0,0,0,0
176,176,176,1,2007-07-28,80,66,73,-1,65,68,0,8,0441,1916,BR HZ,0.00,29.23,29.93,10.0,3,10.2,30,0,0,0,0,0,0,1,1,0,0,0,0,0
177,177,177,2,2007-07-28,80,70,75,-1,65,68,0,10,-,-,BR HZ,0.00,29.28,29.91,10.6,3,10.7,30,0,0,0,0,0,0,1,1,0,0,0,0,0
178,178,178,1,2007-07-29,85,63,74,0,57,64,0,9,0442,1915, ,0.00,29.28,29.99,4.8,5,5.7,30,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,179,2,2007-07-29,85,67,76,0,56,64,0,11,-,-, ,0.00,29.34,29.97,6.3,5,6.9,30,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,180,1,2007-07-30,89,62,76,2,55,64,0,11,0443,1914, ,0.00,29.33,30.03,3.8,6,4.3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,181,2,2007-07-30,86,65,76,2,57,65,0,11,-,-, ,0.00,29.39,30.01,3.1,6,4.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,182,1,2007-07-31,91,68,80,6,61,68,0,15,0444,1913, ,0.00,29.33,30.04,3.3,4,4.9,31,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,183,2,2007-07-31,89,69,79,6,60,68,0,14,-,-, ,0.00,29.39,30.02,4.0,7,5.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,184,1,2007-08-01,92,69,81,8,62,69,0,16,0445,1911,HZ,0.00,29.29,30.0,3.5,9,4.1,31,0,0,0,0,0,0,0,1,0,0,0,0,0
185,185,185,2,2007-08-01,91,69,80,8,63,70,0,15,-,-, ,0.00,29.34,29.98,2.1,13,3.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,186,1,2007-08-02,91,70,81,8,66,71,0,16,0446,1910,HZ,0.00,29.26,29.97,5.5,26,5.9,31,0,0,0,0,0,0,0,1,0,0,0,0,0
187,187,187,2,2007-08-02,91,73,82,8,66,72,0,17,-,-, ,0.00,29.31,29.95,6.5,23,7.2,31,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,188,1,2007-08-03,90,69,80,7,56,66,0,15,0447,1909, ,0.00,29.31,30.02,2.7,3,5.7,31,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,189,2,2007-08-03,88,73,81,7,58,67,0,16,-,-, ,0.00,29.36,30.0,3.3,6,5.8,31,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,190,1,2007-08-04,81,64,73,0,58,64,0,8,0448,1908,RA,0.03,29.31,30.03,5.7,8,6.1,31,0,0,1,0,0,0,0,0,0,0,0,0,0
191,191,191,2,2007-08-04,81,68,75,0,58,65,0,10,-,-,RA,0.02,29.36,30.01,5.9,9,6.6,31,0,0,1,0,0,0,0,0,0,0,0,0,0
192,192,192,1,2007-08-05,88,67,78,5,71,73,0,13,0449,1907,TSRA RA BR HZ,1.43,29.08,29.81,5.4,21,9.6,31,1,0,1,0,0,0,1,1,0,0,0,0,0
193,193,193,2,2007-08-05,88,68,78,5,71,72,0,13,-,-,TSRA RA BR VCTS,0.97,29.15,29.79,7.0,22,10.2,31,1,0,1,0,0,0,1,0,0,0,0,0,1
194,194,194,1,2007-08-06,88,74,81,8,72,74,0,16,0450,1906,TSRA RA BR HZ,0.26,29.13,29.83,1.6,10,4.9,32,1,0,1,0,0,0,1,1,0,0,0,0,0
195,195,195,2,2007-08-06,85,75,80,8,72,74,0,15,-,-,TS TSRA BR HZ,0.05,29.17,29.81,2.6,10,4.6,32,1,0,1,0,0,0,1,1,0,0,0,0,0
196,196,196,1,2007-08-07,91,72,82,9,73,76,0,17,0451,1904,RA BR,1.31,29.06,29.76,6.2,25,9.0,32,0,0,1,0,0,0,1,0,0,0,0,0,0
197,197,197,2,2007-08-07,92,73,83,9,73,76,0,18,-,-,VCTS,0.06,29.11,29.74,6.3,24,8.8,32,1,0,0,0,0,0,0,0,0,0,0,0,1
198,198,198,1,2007-08-08,87,73,80,7,71,73,0,15,0452,1903,TSRA RA BR,0.06,29.13,29.83,3.0,3,6.9,32,1,0,1,0,0,0,1,0,0,0,0,0,0
199,199,199,2,2007-08-08,87,74,81,7,72,74,0,16,-,-,TSRA RA DZ BR HZ,0.09,29.18,29.81,1.5,4,6.4,32,1,0,1,1,0,0,1,1,0,0,0,0,0
200,200,200,1,2007-08-09,84,72,78,5,71,73,0,13,0453,1902,TSRA RA,0.05,29.13,29.84,2.5,29,6.0,32,1,0,1,0,0,0,0,0,0,0,0,0,0
201,201,201,2,2007-08-09,85,73,79,5,71,73,0,14,-,-,TSRA BR HZ,0.46,29.19,29.82,3.1,27,6.3,32,1,0,1,0,0,0,1,1,0,0,0,0,0
202,202,202,1,2007-08-10,86,70,78,5,68,72,0,13,0454,1900,BR,0.00,29.26,29.96,4.5,2,5.9,32,0,0,0,0,0,0,1,0,0,0,0,0,0
203,203,203,2,2007-08-10,86,73,80,5,69,72,0,15,-,-, ,0.00,29.32,29.94,3.0,6,5.4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,204,1,2007-08-11,89,67,78,5,65,70,0,13,0455,1859,BR HZ,0.00,29.31,30.02,3.2,19,3.9,32,0,0,0,0,0,0,1,1,0,0,0,0,0
205,205,205,2,2007-08-11,88,68,78,5,65,70,0,13,-,-,BR HZ,0.00,29.38,30.0,3.1,20,3.9,32,0,0,0,0,0,0,1,1,0,0,0,0,0
206,206,206,1,2007-08-12,88,67,78,5,67,71,0,13,0456,1858,TSRA,0.29,29.34,30.06,1.7,6,5.4,32,1,0,1,0,0,0,0,0,0,0,0,0,0
207,207,207,2,2007-08-12,87,68,78,5,67,70,0,13,-,-,TSRA,0.23,29.4,30.04,1.9,6,6.6,32,1,0,1,0,0,0,0,0,0,0,0,0,0
208,208,208,1,2007-08-13,81,65,73,0,57,64,0,8,0457,1856,BR,0.00,29.39,30.11,6.2,6,6.9,33,0,0,0,0,0,0,1,0,0,0,0,0,0
209,209,209,2,2007-08-13,80,69,75,0,54,63,0,10,-,-, ,0.00,29.44,30.08,6.9,8,7.7,33,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,210,1,2007-08-14,84,65,75,3,67,70,0,10,0458,1855,TS TSRA RA BR,0.41,29.23,29.93,5.9,25,8.0,33,1,0,1,0,0,0,1,0,0,0,0,0,0
211,211,211,2,2007-08-14,84,65,75,3,66,69,0,10,-,-,TSRA RA BR,0.45,29.29,29.92,6.4,23,9.0,33,1,0,1,0,0,0,1,0,0,0,0,0,0
212,212,212,1,2007-08-15,80,71,76,4,67,70,0,11,0459,1854,TSRA RA BR,0.23,29.17,29.89,3.4,7,5.8,33,1,0,1,0,0,0,1,0,0,0,0,0,0
213,213,213,2,2007-08-15,81,72,77,4,69,71,0,12,-,-,TS TSRA RA BR,0.83,29.23,29.87,4.9,6,7.1,33,1,0,1,0,0,0,1,0,0,0,0,0,0
214,214,214,1,2007-08-16,77,65,71,-1,64,67,0,6,0500,1852,BR,0.00,29.28,29.97,3.6,1,5.7,33,0,0,0,0,0,0,1,0,0,0,0,0,0
215,215,215,2,2007-08-16,77,67,72,-1,65,68,0,7,-,-,BR,0.00,29.33,29.95,3.5,1,5.7,33,0,0,0,0,0,0,1,0,0,0,0,0,0
216,216,216,1,2007-08-17,79,60,70,-2,54,61,0,5,0501,1851, ,0.00,29.41,30.1,5.9,32,6.8,33,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,217,2,2007-08-17,80,65,73,-2,54,62,0,8,-,-, ,0.00,29.46,30.08,6.1,31,7.4,33,0,0,0,0,0,0,0,0,0,0,0,0,0
218,218,218,1,2007-08-18,68,59,64,-8,54,58,1,0,0502,1849,RA,0.09,29.44,30.16,6.4,12,8.1,33,0,0,1,0,0,0,0,0,0,0,0,0,0
219,219,219,2,2007-08-18,69,60,65,-8,54,58,0,0,-,-,RA,0.42,29.48,30.15,6.1,13,7.0,33,0,0,1,0,0,0,0,0,0,0,0,0,0
220,220,220,1,2007-08-19,68,62,65,-6,62,64,0,0,0503,1848,TS RA BR,1.33,29.24,29.99,6.0,10,7.4,33,1,0,1,0,0,0,1,0,0,0,0,0,0
221,221,221,2,2007-08-19,69,62,66,-6,63,64,0,1,-,-,TS RA BR,1.33,29.3,29.98,5.5,10,7.5,33,1,0,1,0,0,0,1,0,0,0,0,0,0
222,222,222,1,2007-08-20,78,68,73,2,68,69,0,8,0504,1846,TSRA RA BR,0.91,29.15,29.87,0.5,12,5.7,34,1,0,1,0,0,0,1,0,0,0,0,0,0
223,223,223,2,2007-08-20,76,68,72,2,69,70,0,7,-,-,TS TSRA RA BR HZ,0.48,29.21,29.85,2.4,20,5.9,34,1,0,1,0,0,0,1,1,0,0,0,0,0
224,224,224,1,2007-08-21,87,69,78,7,70,72,0,13,0505,1845,BR HZ,  T,29.21,29.91,3.8,18,6.0,34,0,0,0,0,0,0,1,1,0,0,0,0,0
225,225,225,2,2007-08-21,85,69,77,7,70,72,0,12,-,-,BR,0.01,29.26,29.89,3.5,17,6.0,34,0,0,0,0,0,0,1,0,0,0,0,0,0
226,226,226,1,2007-08-22,90,69,80,9,71,73,0,15,0506,1843,TS TSRA RA,0.37,29.23,29.94,5.3,21,9.5,34,1,0,1,0,0,0,0,0,0,0,0,0,0
227,227,227,2,2007-08-22,90,70,80,9,70,73,0,15,-,-,TSRA RA BR,0.88,29.29,29.93,5.1,21,8.4,34,1,0,1,0,0,0,1,0,0,0,0,0,0
228,228,228,1,2007-08-23,87,69,78,7,69,71,0,13,0508,1842,TS TSRA RA BR VCTS,2.35,29.15,29.87,9.6,21,11.7,34,1,0,1,0,0,0,1,0,0,0,0,0,1
229,229,229,2,2007-08-23,89,70,80,7,69,71,0,15,-,-,TS TSRA BR,1.96,29.21,29.86,6.7,21,9.1,34,1,0,1,0,0,0,1,0,0,0,0,0,0
230,230,230,1,2007-08-24,80,69,75,4,67,69,0,10,0509,1840,TSRA RA,0.24,29.11,29.82,5.8,25,7.1,34,1,0,1,0,0,0,0,0,0,0,0,0,0
231,231,231,2,2007-08-24,81,69,75,4,67,69,0,10,-,-,TS TSRA RA BR,0.20,29.16,29.81,5.5,25,7.3,34,1,0,1,0,0,0,1,0,0,0,0,0,0
232,232,232,1,2007-08-25,79,64,72,2,63,66,0,7,0510,1839,RA,0.34,29.23,29.93,3.0,36,5.6,34,0,0,1,0,0,0,0,0,0,0,0,0,0
233,233,233,2,2007-08-25,76,65,71,2,63,66,0,6,-,-,RA BR,0.25,29.29,29.91,2.4,3,6.4,34,0,0,1,0,0,0,1,0,0,0,0,0,0
234,234,234,1,2007-08-26,79,60,70,0,55,61,0,5,0511,1837, ,0.00,29.38,30.08,3.6,11,5.4,34,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,235,2,2007-08-26,78,61,70,0,55,62,0,5,-,-, ,0.00,29.44,30.07,3.7,11,4.6,34,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,236,1,2007-08-27,79,60,70,0,60,64,0,5,0512,1835, ,0.00,29.36,30.07,6.5,17,7.4,35,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,237,2,2007-08-27,79,63,71,0,59,64,0,6,-,-, ,0.00,29.41,30.06,6.4,16,7.3,35,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,238,1,2007-08-28,91,67,79,9,66,70,0,14,0513,1834, ,0.00,29.28,29.99,9.0,20,9.5,35,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,239,2,2007-08-28,90,69,80,9,65,70,0,15,-,-, ,0.00,29.34,29.98,7.8,21,8.3,35,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,240,1,2007-08-29,85,68,77,7,65,69,0,12,0514,1832, ,  T,29.34,30.04,5.6,3,8.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,241,2,2007-08-29,86,69,78,7,64,69,0,13,-,-, ,  T,29.39,30.02,5.3,3,8.8,35,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,242,1,2007-08-30,75,57,66,-4,54,60,0,1,0515,1831, ,0.00,29.47,30.18,9.1,2,9.9,35,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,243,2,2007-08-30,75,60,68,-4,54,61,0,3,-,-, ,0.00,29.51,30.15,10.8,3,10.9,35,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,244,1,2007-08-31,77,57,67,-2,52,59,0,2,0516,1829, ,0.00,29.47,30.19,3.9,4,5.2,35,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,245,2,2007-08-31,76,57,67,-2,54,60,0,2,-,-, ,0.00,29.52,30.17,3.0,6,4.6,35,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,246,1,2007-09-01,81,57,69,1,55,61,0,4,0517,1827, ,0.00,29.49,30.22,4.2,11,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,247,2,2007-09-01,79,60,70,1,56,62,0,5,-,-, ,0.00,29.54,30.2,4.4,11,4.4,35,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,248,1,2007-09-02,85,61,73,5,57,63,0,8,0518,1826, ,0.00,29.41,30.15,4.2,21,5.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,249,2,2007-09-02,84,62,73,5,56,63,0,8,-,-, ,0.00,29.47,30.13,4.8,21,6.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,250,1,2007-09-03,88,66,77,9,61,67,0,12,0519,1824, ,0.00,29.36,30.09,2.0,27,5.8,36,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,251,2,2007-09-03,88,64,76,9,61,67,0,11,-,-, ,0.00,29.42,30.07,3.0,25,6.2,36,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,252,1,2007-09-04,89,63,76,8,60,66,0,11,0520,1822, ,0.00,29.28,30.0,2.8,22,4.3,36,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,253,2,2007-09-04,90,67,79,8,59,67,0,14,-,-, ,0.00,29.34,29.99,2.2,24,5.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,254,1,2007-09-05,90,66,78,11,63,69,0,13,0521,1821,RA,  T,29.24,29.96,6.4,19,6.5,36,0,0,1,0,0,0,0,0,0,0,0,0,0
255,255,255,2,2007-09-05,91,72,82,11,62,69,0,17,-,-, ,0.00,29.31,29.94,6.4,19,6.7,36,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,256,1,2007-09-06,82,73,78,11,67,70,0,13,0522,1819,RA HZ,0.18,29.21,29.92,11.9,20,12.1,36,0,0,1,0,0,0,0,1,0,0,0,0,0
257,257,257,2,2007-09-06,84,74,79,11,66,70,0,14,-,-,TSRA HZ,0.08,29.27,29.91,12.8,20,13.0,36,1,0,1,0,0,0,0,1,0,0,0,0,0
258,258,258,1,2007-09-07,84,70,77,10,68,70,0,12,0523,1817,TSRA RA BR HZ,0.19,29.15,29.85,10.4,23,13.9,36,1,0,1,0,0,0,1,1,0,0,0,0,0
259,259,259,2,2007-09-07,84,71,78,10,67,70,0,13,-,-,TSRA RA BR HZ,0.67,29.21,29.84,9.5,23,13.0,36,1,0,1,0,0,0,1,1,0,0,0,0,0
260,260,260,1,2007-09-08,78,64,71,5,57,63,0,6,0524,1815, ,0.00,29.3,30.0,6.0,5,7.2,36,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,261,2,2007-09-08,78,68,73,5,58,64,0,8,-,-, ,0.00,29.34,29.98,8.4,5,9.4,36,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,262,1,2007-09-09,80,63,72,6,59,63,0,7,0525,1814, ,0.00,29.36,30.06,9.2,3,9.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,263,2,2007-09-09,79,63,71,6,59,64,0,6,-,-, ,0.00,29.41,30.03,10.1,3,10.9,36,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,264,1,2007-09-10,74,54,64,-2,58,60,1,0,0526,1812,RA BR,0.36,29.3,30.04,7.2,2,9.0,37,0,0,1,0,0,0,1,0,0,0,0,0,0
265,265,265,2,2007-09-10,73,55,64,-2,59,62,1,0,-,-,RA,0.25,29.34,30.01,7.4,3,9.7,37,0,0,1,0,0,0,0,0,0,0,0,0,0
266,266,266,1,2007-09-11,71,50,61,-4,44,52,4,0,0527,1810, ,  T,29.2,29.92,11.7,29,13.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,267,2,2007-09-11,71,51,61,-4,44,52,4,0,-,-, ,  T,29.26,29.91,12.1,29,13.7,37,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,268,1,2007-09-12,67,46,57,-8,42,49,8,0,0528,1809, ,0.00,29.4,30.12,1.8,3,5.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,269,2,2007-09-12,66,46,56,-8,43,50,9,0,-,-, ,0.00,29.46,30.11,1.9,5,6.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,270,1,2007-09-13,78,50,64,-1,45,54,1,0,0529,1807, ,0.00,29.23,29.99,8.3,19,8.5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,271,2,2007-09-13,79,53,66,-1,43,54,0,1,-,-, ,0.00,29.3,29.98,7.1,20,7.7,37,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,272,1,2007-09-14,66,45,56,-8,39,48,9,0,0530,1805, ,0.00,29.36,30.05,12.1,32,13.4,37,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,273,2,2007-09-14,67,47,57,-8,40,49,8,0,-,-, ,0.00,29.41,30.04,11.7,32,13.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,274,1,2007-09-15,61,39,50,-14,33,43,15,0,0531,1803, ,0.00,29.56,30.28,1.4,33,5.9,37,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,275,2,2007-09-15,62,42,52,-14,35,45,13,0,-,-, ,0.00,29.62,30.28,1.1,35,6.6,37,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,276,1,2007-09-16,71,44,58,-6,40,49,7,0,0532,1760, ,0.00,29.46,30.19,6.8,18,7.4,37,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,277,2,2007-09-16,72,49,61,-6,38,50,4,0,-,-, ,0.00,29.52,30.2,7.7,18,8.2,37,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,278,1,2007-09-17,80,52,66,2,49,57,0,1,0533,1758, ,0.00,29.39,30.12,11.7,17,12.1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,279,2,2007-09-17,80,55,68,2,48,57,0,3,-,-, ,0.00,29.46,30.12,10.6,17,11.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,280,1,2007-09-18,88,63,76,12,58,65,0,11,0535,1756, ,0.00,29.34,30.06,12.9,19,13.1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,281,2,2007-09-18,89,66,78,12,57,65,0,13,-,-, ,0.00,29.41,30.05,12.5,19,12.8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
282,282,282,1,2007-09-19,84,65,75,12,59,65,0,10,0536,1755, ,0.00,29.41,30.11,5.0,26,9.7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,283,2,2007-09-19,84,68,76,12,59,65,0,11,-,-, ,0.00,29.47,30.09,3.5,25,9.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
284,284,284,1,2007-09-20,78,60,69,7,59,63,0,4,0537,1753, ,0.00,29.39,30.12,5.3,7,6.6,38,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,285,2,2007-09-20,76,63,70,7,59,64,0,5,-,-, ,0.00,29.44,30.1,5.6,8,6.1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,286,1,2007-09-21,88,64,76,14,59,66,0,11,0538,1751,HZ,0.00,29.18,29.9,10.3,21,12.4,38,0,0,0,0,0,0,0,1,0,0,0,0,0
287,287,287,2,2007-09-21,90,68,79,14,59,66,0,14,-,-,HZ,0.00,29.23,29.89,9.8,22,11.5,38,0,0,0,0,0,0,0,1,0,0,0,0,0
288,288,288,1,2007-09-22,74,51,63,1,43,53,2,0,0539,1749, ,0.00,29.42,30.12,2.6,3,6.8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,289,2,2007-09-22,72,58,65,1,45,55,0,0,-,-, ,0.00,29.48,30.1,4.3,1,7.7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
290,290,290,1,2007-09-23,84,50,67,6,50,58,0,2,0540,1748, ,0.00,29.43,30.16,4.6,13,5.3,38,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,291,2,2007-09-23,83,55,69,6,50,59,0,4,-,-, ,0.00,29.49,30.15,5.9,12,6.4,38,0,0,0,0,0,0,0,0,0,0,0,0,0
292,292,292,1,2007-09-24,90,68,79,18,63,68,0,14,0541,1746, ,0.00,29.27,29.99,11.4,19,11.9,39,0,0,0,0,0,0,0,0,0,0,0,0,0
293,293,293,2,2007-09-24,91,71,81,18,62,69,0,16,-,-, ,0.00,29.34,29.98,10.0,19,10.5,39,0,0,0,0,0,0,0,0,0,0,0,0,0
294,294,294,1,2007-09-25,85,63,74,13,65,69,0,9,0542,1744,TS RA,0.27,29.23,29.95,7.9,23,10.5,39,1,0,1,0,0,0,0,0,0,0,0,0,0
295,295,295,2,2007-09-25,83,67,75,13,66,69,0,10,-,-,TSRA,0.01,29.29,29.93,7.3,23,9.4,39,1,0,1,0,0,0,0,0,0,0,0,0,0
296,296,296,1,2007-09-26,69,53,61,1,50,55,4,0,0543,1742,RA,0.09,29.31,30.03,4.3,1,6.6,39,0,0,1,0,0,0,0,0,0,0,0,0,0
297,297,297,2,2007-09-26,68,55,62,1,51,56,3,0,-,-,RA BR,0.14,29.37,30.02,4.8,2,7.3,39,0,0,1,0,0,0,1,0,0,0,0,0,0
298,298,298,1,2007-09-27,75,49,62,2,49,55,3,0,0544,1741,BR,  T,29.26,29.97,4.9,24,6.5,39,0,0,0,0,0,0,1,0,0,0,0,0,0
299,299,299,2,2007-09-27,74,52,63,2,49,55,2,0,-,-,RA BCFG BR,  T,29.31,29.97,4.5,25,5.8,39,0,0,1,0,0,1,1,0,0,0,0,1,0
300,300,300,1,2007-09-28,73,53,63,4,46,53,2,0,0545,1739, ,0.00,29.47,30.17,2.3,4,7.1,39,0,0,0,0,0,0,0,0,0,0,0,0,0
301,301,301,2,2007-09-28,73,53,63,4,46,54,2,0,-,-, ,0.00,29.52,30.16,3.1,7,6.6,39,0,0,0,0,0,0,0,0,0,0,0,0,0
302,302,302,1,2007-09-29,80,50,65,6,46,55,0,0,0546,1737, ,0.00,29.5,30.23,9.5,17,9.8,39,0,0,0,0,0,0,0,0,0,0,0,0,0
